Year,State,StateCode,CountyCode,CountyName,TO-WTotl
1995,NC,37,081,Guilford,95.27
1995,NC,37,083,Halifax,13.22
1995,NC,37,085,Harnett,96.91
1995,NC,37,087,Haywood,84.66
1995,NC,37,089,Henderson,14.36
1995,NC,37,091,Hertford,4.95
1995,NC,37,093,Hoke,4.53
1995,NC,37,095,Hyde,0.78
1995,NC,37,097,Iredell,23.55
1995,NC,37,099,Jackson,4.51
1995,NC,37,101,Johnston,13.52
1995,NC,37,103,Jones,5.12
1995,NC,37,105,Lee,8.56
1995,NC,37,107,Lenoir,11.53
1995,NC,37,109,Lincoln,10.59
1995,NC,37,111,McDowell,10.53
1995,NC,37,113,Macon,16.98
1995,NC,37,115,Madison,4.19
1995,NC,37,117,Martin,5.92
1995,NC,37,119,Mecklenburg,2748.99
1995,NC,37,121,Mitchell,6.57
1995,NC,37,123,Montgomery,6.79
1995,NC,37,125,Moore,26.56
1995,NC,37,127,Nash,24.04
1995,NC,37,129,New Hanover,66.57
1995,NC,37,131,Northampton,4.75
1995,NC,37,133,Onslow,14.76
1995,NC,37,135,Orange,16.02
1995,NC,37,137,Pamlico,3.00
1995,NC,37,139,Pasquotank,5.31
1995,NC,37,141,Pender,4.11
1995,NC,37,143,Perquimans,2.13
1995,NC,37,145,Person,678.29
1995,NC,37,147,Pitt,25.95
1995,NC,37,149,Polk,2.68
1995,NC,37,151,Randolph,23.68
1995,NC,37,153,Richmond,11.93
1995,NC,37,155,Robeson,37.76
1995,NC,37,157,Rockingham,68.80
1995,NC,37,159,Rowan,71.85
1995,NC,37,161,Rutherford,32.87
1995,NC,37,163,Sampson,20.59
1995,NC,37,165,Scotland,8.93
1995,NC,37,167,Stanly,13.34
1995,NC,37,169,Stokes,898.31
1995,NC,37,171,Surry,25.52
1995,NC,37,173,Swain,22.70
1995,NC,37,175,Transylvania,29.50
1995,NC,37,177,Tyrrell,0.51
1995,NC,37,179,Union,27.46
1995,NC,37,181,Vance,22.00
1995,NC,37,183,Wake,78.80
1995,NC,37,185,Warren,2.91
1995,NC,37,187,Washington,5.60
1995,NC,37,189,Watauga,6.25
1995,NC,37,191,Wayne,32.01
1995,NC,37,193,Wilkes,18.48
1995,NC,37,195,Wilson,16.82
1995,NC,37,197,Yadkin,6.30
1995,NC,37,199,Yancey,2.29
1995,ND,38,001,Adams,0.82
1995,ND,38,003,Barnes,2.32
1995,ND,38,005,Benson,2.68
1995,ND,38,007,Billings,1.44
1995,ND,38,009,Bottineau,1.87
1995,ND,38,011,Bowman,2.90
1995,ND,38,013,Burke,0.80
1995,ND,38,015,Burleigh,12.16
1995,ND,38,017,Cass,18.83
1995,ND,38,019,Cavalier,0.87
1995,ND,38,021,Dickey,7.09
1995,ND,38,023,Divide,2.34
1995,ND,38,025,Dunn,3.35
1995,ND,38,027,Eddy,1.50
1995,ND,38,029,Emmons,6.41
1995,ND,38,031,Foster,2.21
1995,ND,38,033,Golden Valley,2.99
1995,ND,38,035,Grand Forks,15.57
1995,ND,38,037,Grant,7.85
1995,ND,38,039,Griggs,1.56
1995,ND,38,041,Hettinger,0.57
1995,ND,38,043,Kidder,6.13
1995,ND,38,045,La Moure,5.13
1995,ND,38,047,Logan,2.00
1995,ND,38,049,McHenry,18.63
1995,ND,38,051,McIntosh,1.08
1995,ND,38,053,McKenzie,13.00
1995,ND,38,055,McLean,160.98
1995,ND,38,057,Mercer,277.85
1995,ND,38,059,Morton,37.54
1995,ND,38,061,Mountrail,1.53
1995,ND,38,063,Nelson,1.13
1995,ND,38,065,Oliver,434.54
1995,ND,38,067,Pembina,2.08
1995,ND,38,069,Pierce,1.68
1995,ND,38,071,Ramsey,0.57
1995,ND,38,073,Ransom,13.19
1995,ND,38,075,Renville,0.26
1995,ND,38,077,Richland,3.84
1995,ND,38,079,Rolette,2.00
1995,ND,38,081,Sargent,6.31
1995,ND,38,083,Sheridan,0.53
1995,ND,38,085,Sioux,0.87
1995,ND,38,087,Slope,0.98
1995,ND,38,089,Stark,1.70
1995,ND,38,091,Steele,0.92
1995,ND,38,093,Stutsman,6.31
1995,ND,38,095,Towner,0.72
1995,ND,38,097,Traill,1.41
1995,ND,38,099,Walsh,2.24
1995,ND,38,101,Ward,9.26
1995,ND,38,103,Wells,0.85
1995,ND,38,105,Williams,11.04
1995,OH,39,001,Adams,735.02
1995,OH,39,003,Allen,39.93
1995,OH,39,005,Ashland,6.35
1995,OH,39,007,Ashtabula,211.00
1995,OH,39,009,Athens,7.02
1995,OH,39,011,Auglaize,14.50
1995,OH,39,013,Belmont,239.64
1995,OH,39,015,Brown,3.77
1995,OH,39,017,Butler,73.85
1995,OH,39,019,Carroll,3.62
1995,OH,39,021,Champaign,5.06
1995,OH,39,023,Clark,25.38
1995,OH,39,025,Clermont,547.35
1995,OH,39,027,Clinton,2.31
1995,OH,39,029,Columbiana,14.22
1995,OH,39,031,Coshocton,238.36
1995,OH,39,033,Crawford,5.73
1995,OH,39,035,Cuyahoga,429.07
1995,OH,39,037,Darke,7.57
1995,OH,39,039,Defiance,6.29
1995,OH,39,041,Delaware,16.80
1995,OH,39,043,Erie,22.05
1995,OH,39,045,Fairfield,13.12
1995,OH,39,047,Fayette,3.52
1995,OH,39,049,Franklin,162.26
1995,OH,39,051,Fulton,5.78
1995,OH,39,053,Gallia,1285.34
1995,OH,39,055,Geauga,7.75
1995,OH,39,057,Greene,18.22
1995,OH,39,059,Guernsey,6.97
1995,OH,39,061,Hamilton,310.94
1995,OH,39,063,Hancock,18.16
1995,OH,39,065,Hardin,3.68
1995,OH,39,067,Harrison,2.16
1995,OH,39,069,Henry,9.35
1995,OH,39,071,Highland,4.29
1995,OH,39,073,Hocking,4.55
1995,OH,39,075,Holmes,5.28
1995,OH,39,077,Huron,10.88
1995,OH,39,079,Jackson,2.35
1995,OH,39,081,Jefferson,2146.82
1995,OH,39,083,Knox,7.35
1995,OH,39,085,Lake,803.89
1995,OH,39,087,Lawrence,8.74
1995,OH,39,089,Licking,18.20
1995,OH,39,091,Logan,6.15
1995,OH,39,093,Lorain,544.48
1995,OH,39,095,Lucas,753.74
1995,OH,39,097,Madison,4.10
1995,OH,39,099,Mahoning,7.93
1995,OH,39,101,Marion,9.08
1995,OH,39,103,Medina,16.82
1995,OH,39,105,Meigs,8.51
1995,OH,39,107,Mercer,6.87
1995,OH,39,109,Miami,42.12
1995,OH,39,111,Monroe,3.74
1995,OH,39,113,Montgomery,178.85
1995,OH,39,115,Morgan,3.81
1995,OH,39,117,Morrow,2.57
1995,OH,39,119,Muskingum,19.45
1995,OH,39,121,Noble,1.38
1995,OH,39,123,Ottawa,50.92
1995,OH,39,125,Paulding,3.16
1995,OH,39,127,Perry,3.50
1995,OH,39,129,Pickaway,37.36
1995,OH,39,131,Pike,4.20
1995,OH,39,133,Portage,17.14
1995,OH,39,135,Preble,4.48
1995,OH,39,137,Putnam,4.77
1995,OH,39,139,Richland,16.27
1995,OH,39,141,Ross,41.86
1995,OH,39,143,Sandusky,19.76
1995,OH,39,145,Scioto,11.73
1995,OH,39,147,Seneca,5.08
1995,OH,39,149,Shelby,13.41
1995,OH,39,151,Stark,44.54
1995,OH,39,153,Summit,82.72
1995,OH,39,155,Trumbull,231.21
1995,OH,39,157,Tuscarawas,40.09
1995,OH,39,159,Union,5.78
1995,OH,39,161,Van Wert,4.80
1995,OH,39,163,Vinton,1.23
1995,OH,39,165,Warren,21.53
1995,OH,39,167,Washington,690.47
1995,OH,39,169,Wayne,19.23
1995,OH,39,171,Williams,5.18
1995,OH,39,173,Wood,11.78
1995,OH,39,175,Wyandot,7.05
1995,OK,40,001,Adair,9.64
1995,OK,40,003,Alfalfa,4.21
1995,OK,40,005,Atoka,55.46
1995,OK,40,007,Beaver,36.17
1995,OK,40,009,Beckham,8.31
1995,OK,40,011,Blaine,5.78
1995,OK,40,013,Bryan,18.78
1995,OK,40,015,Caddo,52.00
1995,OK,40,017,Canadian,10.74
1995,OK,40,019,Carter,60.65
1995,OK,40,021,Cherokee,22.98
1995,OK,40,023,Choctaw,12.70
1995,OK,40,025,Cimarron,217.37
1995,OK,40,027,Cleveland,26.14
1995,OK,40,029,Coal,7.05
1995,OK,40,031,Comanche,21.22
1995,OK,40,033,Cotton,3.74
1995,OK,40,035,Craig,3.09
1995,OK,40,037,Creek,36.97
1995,OK,40,039,Custer,13.36
1995,OK,40,041,Delaware,5.87
1995,OK,40,043,Dewey,7.24
1995,OK,40,045,Ellis,46.71
1995,OK,40,047,Garfield,8.46
1995,OK,40,049,Garvin,12.48
1995,OK,40,051,Grady,20.28
1995,OK,40,053,Grant,4.23
1995,OK,40,055,Greer,4.66
1995,OK,40,057,Harmon,16.38
1995,OK,40,059,Harper,27.12
1995,OK,40,061,Haskell,4.14
1995,OK,40,063,Hughes,18.29
1995,OK,40,065,Jackson,46.14
1995,OK,40,067,Jefferson,8.71
1995,OK,40,069,Johnston,5.58
1995,OK,40,071,Kay,29.17
1995,OK,40,073,Kingfisher,9.67
1995,OK,40,075,Kiowa,11.54
1995,OK,40,077,Latimer,2.36
1995,OK,40,079,Le Flore,14.25
1995,OK,40,081,Lincoln,12.28
1995,OK,40,083,Logan,8.56
1995,OK,40,085,Love,2.85
1995,OK,40,087,McClain,5.50
1995,OK,40,089,McCurtain,11.30
1995,OK,40,091,McIntosh,4.95
1995,OK,40,093,Major,11.84
1995,OK,40,095,Marshall,2.53
1995,OK,40,097,Mayes,84.47
1995,OK,40,099,Murray,15.58
1995,OK,40,101,Muskogee,86.37
1995,OK,40,103,Noble,5.66
1995,OK,40,105,Nowata,6.97
1995,OK,40,107,Okfuskee,3.71
1995,OK,40,109,Oklahoma,83.46
1995,OK,40,111,Okmulgee,10.19
1995,OK,40,113,Osage,20.01
1995,OK,40,115,Ottawa,5.04
1995,OK,40,117,Pawnee,28.12
1995,OK,40,119,Payne,17.99
1995,OK,40,121,Pittsburg,10.49
1995,OK,40,123,Pontotoc,22.61
1995,OK,40,125,Pottawatomie,22.74
1995,OK,40,127,Pushmataha,2.65
1995,OK,40,129,Roger Mills,7.35
1995,OK,40,131,Rogers,79.20
1995,OK,40,133,Seminole,32.69
1995,OK,40,135,Sequoyah,14.08
1995,OK,40,137,Stephens,24.97
1995,OK,40,139,Texas,381.59
1995,OK,40,141,Tillman,7.10
1995,OK,40,143,Tulsa,19.05
1995,OK,40,145,Wagoner,20.91
1995,OK,40,147,Washington,6.46
1995,OK,40,149,Washita,7.16
1995,OK,40,151,Woods,7.59
1995,OK,40,153,Woodward,16.33
1995,OR,41,001,Baker,462.79
1995,OR,41,003,Benton,80.93
1995,OR,41,005,Clackamas,228.46
1995,OR,41,007,Clatsop,126.69
1995,OR,41,009,Columbia,99.57
1995,OR,41,011,Coos,36.61
1995,OR,41,013,Crook,226.20
1995,OR,41,015,Curry,19.79
1995,OR,41,017,Deschutes,180.80
1995,OR,41,019,Douglas,189.71
1995,OR,41,021,Gilliam,31.12
1995,OR,41,023,Grant,223.48
1995,OR,41,025,Harney,549.14
1995,OR,41,027,Hood River,117.49
1995,OR,41,029,Jackson,363.60
1995,OR,41,031,Jefferson,163.65
1995,OR,41,033,Josephine,59.59
1995,OR,41,035,Klamath,694.84
1995,OR,41,037,Lake,685.98
1995,OR,41,039,Lane,350.07
1995,OR,41,041,Lincoln,41.84
1995,OR,41,043,Linn,183.99
1995,OR,41,045,Malheur,610.19
1995,OR,41,047,Marion,265.71
1995,OR,41,049,Morrow,347.53
1995,OR,41,051,Multnomah,197.78
1995,OR,41,053,Polk,68.27
1995,OR,41,055,Sherman,21.86
1995,OR,41,057,Tillamook,85.33
1995,OR,41,059,Umatilla,378.12
1995,OR,41,061,Union,202.81
1995,OR,41,063,Wallowa,168.08
1995,OR,41,065,Wasco,130.15
1995,OR,41,067,Washington,106.86
1995,OR,41,069,Wheeler,51.33
1995,OR,41,071,Yamhill,155.63
1995,PA,42,001,Adams,26.92
1995,PA,42,003,Allegheny,904.23
1995,PA,42,005,Armstrong,144.56
1995,PA,42,007,Beaver,695.94
1995,PA,42,009,Bedford,11.97
1995,PA,42,011,Berks,85.12
1995,PA,42,013,Blair,35.66
1995,PA,42,015,Bradford,13.74
1995,PA,42,017,Bucks,94.85
1995,PA,42,019,Butler,30.91
1995,PA,42,021,Cambria,22.60
1995,PA,42,023,Cameron,0.79
1995,PA,42,025,Carbon,37.42
1995,PA,42,027,Centre,33.59
1995,PA,42,029,Chester,274.09
1995,PA,42,031,Clarion,4.51
1995,PA,42,033,Clearfield,319.71
1995,PA,42,035,Clinton,35.69
1995,PA,42,037,Columbia,9.31
1995,PA,42,039,Crawford,16.87
1995,PA,42,041,Cumberland,54.56
1995,PA,42,043,Dauphin,123.04
1995,PA,42,045,Delaware,828.21
1995,PA,42,047,Elk,17.50
1995,PA,42,049,Erie,97.15
1995,PA,42,051,Fayette,42.99
1995,PA,42,053,Forest,0.50
1995,PA,42,055,Franklin,20.80
1995,PA,42,057,Fulton,1.97
1995,PA,42,059,Greene,43.92
1995,PA,42,061,Huntingdon,9.28
1995,PA,42,063,Indiana,239.58
1995,PA,42,065,Jefferson,6.81
1995,PA,42,067,Juniata,4.15
1995,PA,42,069,Lackawanna,51.54
1995,PA,42,071,Lancaster,165.69
1995,PA,42,073,Lawrence,154.09
1995,PA,42,075,Lebanon,24.02
1995,PA,42,077,Lehigh,49.06
1995,PA,42,079,Luzerne,104.87
1995,PA,42,081,Lycoming,16.33
1995,PA,42,083,McKean,15.24
1995,PA,42,085,Mercer,85.39
1995,PA,42,087,Mifflin,15.45
1995,PA,42,089,Monroe,15.38
1995,PA,42,091,Montgomery,141.60
1995,PA,42,093,Montour,21.23
1995,PA,42,095,Northampton,471.60
1995,PA,42,097,Northumberland,30.64
1995,PA,42,099,Perry,3.90
1995,PA,42,101,Philadelphia,574.50
1995,PA,42,103,Pike,4.12
1995,PA,42,105,Potter,4.12
1995,PA,42,107,Schuylkill,55.48
1995,PA,42,109,Snyder,299.31
1995,PA,42,111,Somerset,40.14
1995,PA,42,113,Sullivan,3.40
1995,PA,42,115,Susquehanna,5.50
1995,PA,42,117,Tioga,6.15
1995,PA,42,119,Union,7.47
1995,PA,42,121,Venango,12.91
1995,PA,42,123,Warren,72.21
1995,PA,42,125,Washington,451.63
1995,PA,42,127,Wayne,5.44
1995,PA,42,129,Westmoreland,119.99
1995,PA,42,131,Wyoming,17.59
1995,PA,42,133,York,2350.00
1995,PR,72,001,Adjuntas,1.92
1995,PR,72,003,Aguada,0.63
1995,PR,72,005,Aguadilla,14.75
1995,PR,72,007,Aguas Buenas,2.13
1995,PR,72,009,Aibonito,3.49
1995,PR,72,011,Anasco,0.51
1995,PR,72,013,Arecibo,18.27
1995,PR,72,015,Arroyo,1.03
1995,PR,72,017,Barceloneta,6.45
1995,PR,72,019,Barranquitas,1.73
1995,PR,72,021,Bayamon,0.85
1995,PR,72,023,Cabo Rojo,4.32
1995,PR,72,025,Caguas,7.80
1995,PR,72,027,Camuy,2.04
1995,PR,72,029,Canovanas,6.11
1995,PR,72,031,Carolina,0.15
1995,PR,72,033,Catano,0.12
1995,PR,72,035,Cayey,5.34
1995,PR,72,037,Ceiba,1.57
1995,PR,72,039,Ciales,1.89
1995,PR,72,041,Cidra,3.26
1995,PR,72,043,Coamo,2.01
1995,PR,72,045,Comerio,1.26
1995,PR,72,047,Corozal,3.57
1995,PR,72,049,Culebra,0.14
1995,PR,72,051,Dorado,8.41
1995,PR,72,053,Fajardo,6.73
1995,PR,72,054,Florida,1.63
1995,PR,72,055,Guanica,4.74
1995,PR,72,057,Guayama,15.02
1995,PR,72,059,Guayanilla,742.45
1995,PR,72,061,Guaynabo,547.27
1995,PR,72,063,Gurabo,1.74
1995,PR,72,065,Hatillo,6.02
1995,PR,72,067,Hormigueros,0.64
1995,PR,72,069,Humacao,3.07
1995,PR,72,071,Isabela,4.00
1995,PR,72,073,Jayuya,1.45
1995,PR,72,075,Juana Diaz,8.71
1995,PR,72,077,Juncos,4.64
1995,PR,72,079,Lajas,3.39
1995,PR,72,081,Lares,1.77
1995,PR,72,083,Las Marias,0.95
1995,PR,72,085,Las Piedras,0.87
1995,PR,72,087,Loiza,0.03
1995,PR,72,089,Luquillo,1.91
1995,PR,72,091,Manati,10.33
1995,PR,72,093,Maricao,1.46
1995,PR,72,095,Maunabo,1.07
1995,PR,72,097,Mayaguez,17.92
1995,PR,72,099,Moca,1.24
1995,PR,72,101,Morovis,3.86
1995,PR,72,103,Naguabo,12.38
1995,PR,72,105,Naranjito,2.24
1995,PR,72,107,Orocovis,2.25
1995,PR,72,109,Patillas,17.01
1995,PR,72,111,Penuelas,2.72
1995,PR,72,113,Ponce,32.31
1995,PR,72,115,Quebradillas,27.66
1995,PR,72,117,Rincon,1.02
1995,PR,72,119,Rio Grande,15.93
1995,PR,72,121,Sabana Grand,2.54
1995,PR,72,123,Salinas,488.73
1995,PR,72,125,San German,3.21
1995,PR,72,127,San Juan,1.17
1995,PR,72,129,San Lorenzo,3.77
1995,PR,72,131,San Sebastia,4.12
1995,PR,72,133,Santa Isabel,14.19
1995,PR,72,135,Toa Alta,42.66
1995,PR,72,137,Toa Baja,523.10
1995,PR,72,139,Trujillo Alt,89.30
1995,PR,72,141,Utuado,3.07
1995,PR,72,143,Vega Alta,2.09
1995,PR,72,145,Vega Baja,10.31
1995,PR,72,147,Vieques,0.04
1995,PR,72,149,Villalba,18.83
1995,PR,72,151,Yabucoa,8.98
1995,PR,72,153,Yauco,16.42
1995,RI,44,001,Bristol,5.36
1995,RI,44,003,Kent,7.44
1995,RI,44,005,Newport,11.09
1995,RI,44,007,Providence,365.76
1995,RI,44,009,Washington,21.05
1995,SC,45,001,Abbeville,4.44
1995,SC,45,003,Aiken,303.12
1995,SC,45,005,Allendale,10.95
1995,SC,45,007,Anderson,81.72
1995,SC,45,009,Bamberg,2.61
1995,SC,45,011,Barnwell,3.63
1995,SC,45,013,Beaufort,29.83
1995,SC,45,015,Berkeley,490.74
1995,SC,45,017,Calhoun,125.43
1995,SC,45,019,Charleston,147.66
1995,SC,45,021,Cherokee,8.82
1995,SC,45,023,Chester,3.78
1995,SC,45,025,Chesterfield,9.62
1995,SC,45,027,Clarendon,3.93
1995,SC,45,029,Colleton,8.33
1995,SC,45,031,Darlington,37.65
1995,SC,45,033,Dillon,5.35
1995,SC,45,035,Dorchester,6.71
1995,SC,45,037,Edgefield,3.33
1995,SC,45,039,Fairfield,860.79
1995,SC,45,041,Florence,50.01
1995,SC,45,043,Georgetown,45.85
1995,SC,45,045,Greenville,176.92
1995,SC,45,047,Greenwood,12.75
1995,SC,45,049,Hampton,4.05
1995,SC,45,051,Horry,94.07
1995,SC,45,053,Jasper,2.04
1995,SC,45,055,Kershaw,19.41
1995,SC,45,057,Lancaster,18.59
1995,SC,45,059,Laurens,6.56
1995,SC,45,061,Lee,3.38
1995,SC,45,063,Lexington,188.82
1995,SC,45,065,McCormick,2.94
1995,SC,45,067,Marion,11.60
1995,SC,45,069,Marlboro,10.20
1995,SC,45,071,Newberry,6.26
1995,SC,45,073,Oconee,2533.55
1995,SC,45,075,Orangeburg,24.94
1995,SC,45,077,Pickens,17.86
1995,SC,45,079,Richland,494.96
1995,SC,45,081,Saluda,4.04
1995,SC,45,083,Spartanburg,65.64
1995,SC,45,085,Sumter,32.11
1995,SC,45,087,Union,7.24
1995,SC,45,089,Williamsburg,4.61
1995,SC,45,091,York,216.06
1995,SD,46,003,Aurora,0.78
1995,SD,46,005,Beadle,9.32
1995,SD,46,007,Bennett,7.07
1995,SD,46,009,Bon Homme,4.39
1995,SD,46,011,Brookings,6.65
1995,SD,46,013,Brown,8.44
1995,SD,46,015,Brule,3.99
1995,SD,46,017,Buffalo,3.21
1995,SD,46,019,Butte,88.63
1995,SD,46,021,Campbell,2.72
1995,SD,46,023,Charles Mix,10.64
1995,SD,46,025,Clark,2.86
1995,SD,46,027,Clay,4.51
1995,SD,46,029,Codington,11.10
1995,SD,46,031,Corson,2.00
1995,SD,46,033,Custer,4.20
1995,SD,46,035,Davison,4.00
1995,SD,46,037,Day,1.23
1995,SD,46,039,Deuel,1.13
1995,SD,46,041,Dewey,1.79
1995,SD,46,043,Douglas,1.65
1995,SD,46,045,Edmunds,1.70
1995,SD,46,047,Fall River,37.56
1995,SD,46,049,Faulk,0.72
1995,SD,46,051,Grant,5.61
1995,SD,46,053,Gregory,2.11
1995,SD,46,055,Haakon,2.12
1995,SD,46,057,Hamlin,2.70
1995,SD,46,059,Hand,1.71
1995,SD,46,061,Hanson,0.88
1995,SD,46,063,Harding,1.18
1995,SD,46,065,Hughes,21.67
1995,SD,46,067,Hutchinson,2.66
1995,SD,46,069,Hyde,1.38
1995,SD,46,071,Jackson,1.98
1995,SD,46,073,Jerauld,1.20
1995,SD,46,075,Jones,0.99
1995,SD,46,077,Kingsbury,3.24
1995,SD,46,079,Lake,3.39
1995,SD,46,081,Lawrence,14.83
1995,SD,46,083,Lincoln,2.79
1995,SD,46,085,Lyman,5.04
1995,SD,46,087,McCook,1.50
1995,SD,46,089,McPherson,1.89
1995,SD,46,091,Marshall,1.60
1995,SD,46,093,Meade,5.20
1995,SD,46,095,Mellette,1.09
1995,SD,46,097,Miner,0.71
1995,SD,46,099,Minnehaha,24.86
1995,SD,46,101,Moody,2.16
1995,SD,46,103,Pennington,30.15
1995,SD,46,105,Perkins,1.50
1995,SD,46,107,Potter,3.80
1995,SD,46,109,Roberts,1.62
1995,SD,46,111,Sanborn,0.79
1995,SD,46,113,Shannon,1.15
1995,SD,46,115,Spink,8.46
1995,SD,46,117,Stanley,2.50
1995,SD,46,119,Sully,12.88
1995,SD,46,121,Todd,8.34
1995,SD,46,123,Tripp,5.12
1995,SD,46,125,Turner,15.11
1995,SD,46,127,Union,16.03
1995,SD,46,129,Walworth,6.46
1995,SD,46,135,Yankton,10.52
1995,SD,46,137,Ziebach,0.81
1995,TN,47,001,Anderson,507.73
1995,TN,47,003,Bedford,6.53
1995,TN,47,005,Benton,4.20
1995,TN,47,007,Bledsoe,1.65
1995,TN,47,009,Blount,14.08
1995,TN,47,011,Bradley,18.72
1995,TN,47,013,Campbell,4.09
1995,TN,47,015,Cannon,1.29
1995,TN,47,017,Carroll,4.98
1995,TN,47,019,Carter,19.77
1995,TN,47,021,Cheatham,2.43
1995,TN,47,023,Chester,1.58
1995,TN,47,025,Claiborne,2.61
1995,TN,47,027,Clay,1.56
1995,TN,47,029,Cocke,7.37
1995,TN,47,031,Coffee,5.55
1995,TN,47,033,Crockett,3.38
1995,TN,47,035,Cumberland,7.60
1995,TN,47,037,Davidson,148.38
1995,TN,47,039,Decatur,6.86
1995,TN,47,041,De Kalb,1.59
1995,TN,47,043,Dickson,4.41
1995,TN,47,045,Dyer,7.12
1995,TN,47,047,Fayette,5.92
1995,TN,47,049,Fentress,19.92
1995,TN,47,051,Franklin,4.80
1995,TN,47,053,Gibson,8.30
1995,TN,47,055,Giles,4.83
1995,TN,47,057,Grainger,1.73
1995,TN,47,059,Greene,10.36
1995,TN,47,061,Grundy,1.82
1995,TN,47,063,Hamblen,8.25
1995,TN,47,065,Hamilton,1533.32
1995,TN,47,067,Hancock,0.58
1995,TN,47,069,Hardeman,3.15
1995,TN,47,071,Hardin,28.76
1995,TN,47,073,Hawkins,552.69
1995,TN,47,075,Haywood,2.90
1995,TN,47,077,Henderson,3.02
1995,TN,47,079,Henry,4.23
1995,TN,47,081,Hickman,3.33
1995,TN,47,083,Houston,1.31
1995,TN,47,085,Humphreys,1220.57
1995,TN,47,087,Jackson,1.32
1995,TN,47,089,Jefferson,7.43
1995,TN,47,091,Johnson,2.74
1995,TN,47,093,Knox,63.25
1995,TN,47,095,Lake,2.14
1995,TN,47,097,Lauderdale,4.96
1995,TN,47,099,Lawrence,6.07
1995,TN,47,101,Lewis,1.59
1995,TN,47,103,Lincoln,4.54
1995,TN,47,105,Loudon,16.56
1995,TN,47,107,McMinn,85.36
1995,TN,47,109,McNairy,4.26
1995,TN,47,111,Macon,1.76
1995,TN,47,113,Madison,18.62
1995,TN,47,115,Marion,3.12
1995,TN,47,117,Marshall,3.47
1995,TN,47,119,Maury,18.84
1995,TN,47,121,Meigs,1.40
1995,TN,47,123,Monroe,4.87
1995,TN,47,125,Montgomery,25.04
1995,TN,47,127,Moore,0.82
1995,TN,47,129,Morgan,1.35
1995,TN,47,131,Obion,6.00
1995,TN,47,133,Overton,1.19
1995,TN,47,135,Perry,1.06
1995,TN,47,137,Pickett,0.60
1995,TN,47,139,Polk,33.33
1995,TN,47,141,Putnam,10.94
1995,TN,47,143,Rhea,4.10
1995,TN,47,145,Roane,1254.34
1995,TN,47,147,Robertson,5.84
1995,TN,47,149,Rutherford,24.52
1995,TN,47,151,Scott,2.46
